# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
      9162       6.50        180    83.5264
      9163       5.20        210    11.3783
      9164       6.50         50    25.0295
      9165       5.70         65    94.3691
      9166       4.40        165    83.0965
      9167       4.90        145    42.2645
      9171       6.50         70    20.2682
      9173       5.20         50    80.8467
      9176       5.50        125    12.0172
      9177       4.90         50    76.2444
      9178       5.40        250    85.6528
      9179       6.50         70    17.4968
      9180       4.90         25    56.9322
      9182       5.50         25     20.668
      9184       6.50        230    42.6108
      9185       5.10        140    73.5166
      9186       5.60         65    32.4773
      9188       5.80        155    60.6603
      9189       3.40        195    90.4012
      9190       3.90        140    54.1835
      9195       6.50         25    76.3943
      9196       4.20        155    76.6704
      9198       5.50        130    5.82692
      9200       5.70         70    46.5418
      9204       5.50        245    90.9563
      9205       4.90        210    34.9965
      9208       5.10         30     7.3673
      9210       6.50         60     69.542
      9214       4.90        120    17.3631
      9215       3.80        170    83.3149
      9216       6.50        160    19.4035
      9217       5.70        145    20.3415
      9218       4.20        190    46.7325
      9219       3.80        190    54.0246
      9221       6.40         80    109.434
      9222       6.50        240    12.5795
      9223       6.20        270    60.3507
      9224       5.30        165    89.4564
      9225       6.50         95    2.64574
      9226       4.40         80    57.6964
      9227       5.50        275    92.7748
      9229       3.50        270    88.5162
      9230       6.50        175    73.3685
      9231       6.50        140    86.3321
      9232       5.40         95    60.4572
      9233       4.10        140    47.7877
      9234       5.90        130    83.8527
      9235       6.50        160    32.2518
      9236       5.10        250    29.4207
      9238       6.30        115     80.631
      9239       4.20        105    78.4355
      9241       6.50        130    61.7741
      9242       3.50         90    111.617
      9246       6.20         25    6.90085
      9247       6.30        155    39.7671
      9248       6.50        110    10.0034
      9249       3.70        225    86.5194
      9250       3.50         45    162.445
      9251       6.50        170    87.9774
      9253       3.30         65    173.814
      9254       5.00         70    31.7664
      9255       6.50         80    8.06968
      9256       5.60         50    3.52006
      9259       4.30         95    105.791
      9260       5.80         65    37.8466
      9262       5.20         45     18.064
      9264       4.10         40    32.3654
      9266       6.20        160    85.7264
      9267       6.50        300    15.4138
      9269       6.50         50     3.1781
      9270       6.30         85     88.077
      9271       5.50        165    88.4947
      9272       5.60         60    93.0478
      9273       4.90        125    13.5516
      9274       6.50        150    31.0416
      9275       6.40        240    76.3541
      9276       5.60         85    2.15068
      9277       4.60         35      3.598
      9278       4.50         40    23.1616
      9279       4.20         75    71.7508
      9280       6.50         65    10.1393
      9281       6.50        235    32.9668
      9282       6.50        150    11.8698
      9283       6.40        290     8.4353
