#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    5484015        34.8976     40432        43.3876     43453         1.6975            255        1584.89    3.75163e+07            270         199526    4.72302e+09
    5007784         5.9481     36936        47.5164       760        42.8411            235        1584.89    3.75163e+07             25          1e+06    2.36712e+10
    5823847        78.2616     42940        274.339     39653        11.9442            270        398.107    9.42367e+06            250        5011.87    1.18637e+08
    5149883        66.2458     37981         3.4285      8721        7.13953            240        12589.2    2.98003e+08             70    3.16228e+06    7.48549e+10
    3528926        94.1541     26011       0.425073     45258        2.36862            170         316228    7.48549e+09            280         398107    9.42367e+09
     252742        74.9557      1862        373.722      5586        50.9763             35        398.107    9.42367e+06             55        6309.57    1.49355e+08
     899015        75.8609      6612        17.5375     48773       0.181589             60        39810.7    9.42367e+08            300         501187    1.18637e+10
    3560269        221.167     26258        4769.95      4503              0            175        158.489    3.75163e+06             50        501.187    1.18637e+07
    6534327        45.2247     48184        367.789     30229        2.87988            300        398.107    9.42367e+06            195        50118.7    1.18637e+09
     560314        91.0806      4123        5.30029     25118        3.58918             45         199526    4.72302e+09            165         251189    5.94594e+09
    2887735        20.5736     21299         15.082       741        38.7978            145        5011.87    1.18637e+08             25         794328    1.88027e+10
    2321152        76.2269     17119        3.94897      3344        14.7756            120        50118.7    1.18637e+09             40         630957    1.49355e+10
